iter	Passed	Remaining
1780	1964	3550
1781	1968	3553
1782	1968	3552
1783	1969	3551
1784	1970	3549
1785	1971	3548
1786	1972	3546
1787	1973	3544
1788	1973	3542
1789	1974	3540
1790	1974	3538
1791	1975	3536
1792	1975	3534
1793	1976	3532
1794	1977	3530
1795	1979	3531
1796	1980	3530
1797	1982	3531
1798	1984	3530
1799	1985	3530
1800	1986	3528
1801	1987	3526
1802	1987	3524
1803	1988	3522
1804	1989	3520
1805	1991	3521
1806	1992	3521
1807	1993	3519
1808	1994	3517
1809	1995	3516
1810	1995	3514
1811	1996	3512
1812	1997	3510
1813	1998	3510
1814	2000	3509
1815	2000	3508
1816	2002	3507
1817	2003	3506
1818	2004	3504
1819	2004	3502
1820	2005	3500
1821	2006	3499
1822	2006	3497
1823	2007	3495
1824	2007	3493
1825	2008	3491
1826	2009	3489
1827	2010	3488
1828	2012	3488
1829	2013	3487
1830	2014	3485
1831	2015	3484
1832	2015	3482
1833	2016	3480
1834	2017	3478
1835	2017	3477
1836	2018	3476
1837	2020	3475
1838	2024	3479
1839	2025	3478
1840	2025	3476
1841	2026	3474
1842	2027	3472
1843	2028	3471
1844	2028	3469
1845	2029	3467
1846	2030	3465
1847	2031	3464
1848	2032	3463
1849	2033	3462
1850	2034	3461
1851	2036	3461
1852	2037	3459
1853	2038	3458
1854	2038	3456
1855	2039	3454
1856	2040	3452
1857	2040	3451
1858	2041	3449
1859	2042	3447
1860	2042	3445
1861	2045	3447
1862	2049	3451
1863	2050	3449
1864	2051	3448
1865	2052	3447
1866	2053	3446
1867	2054	3445
1868	2056	3444
1869	2056	3442
1870	2057	3441
1871	2058	3439
1872	2061	3442
1873	2062	3440
1874	2063	3438
1875	2063	3436
1876	2065	3435
1877	2065	3434
1878	2066	3432
1879	2066	3430
1880	2067	3428
1881	2068	3426
1882	2068	3424
1883	2069	3422
1884	2070	3421
1885	2073	3423
1886	2074	3421
1887	2075	3421
1888	2076	3419
1889	2077	3418
1890	2077	3416
1891	2078	3414
1892	2079	3412
1893	2079	3410
1894	2080	3409
1895	2081	3407
1896	2082	3405
1897	2082	3404
1898	2084	3404
1899	2086	3403
1900	2087	3402
1901	2088	3401
1902	2089	3399
1903	2089	3397
1904	2090	3396
1905	2090	3394
1906	2091	3392
1907	2092	3390
1908	2092	3388
1909	2093	3386
1910	2094	3385
1911	2094	3383
1912	2095	3382
1913	2097	3382
1914	2098	3381
1915	2099	3379
1916	2100	3377
1917	2100	3375
1918	2101	3373
1919	2102	3372
1920	2102	3370
1921	2103	3368
1922	2103	3366
1923	2104	3364
1924	2105	3362
1925	2105	3361
1926	2106	3359
1927	2107	3357
1928	2108	3356
1929	2110	3357
1930	2111	3355
1931	2112	3353
1932	2112	3352
1933	2113	3350
1934	2114	3348
1935	2114	3346
1936	2115	3344
1937	2115	3343
1938	2116	3341
1939	2117	3339
1940	2117	3337
1941	2118	3335
1942	2119	3334
1943	2119	3332
1944	2120	3330
1945	2122	3330
1946	2123	3329
1947	2124	3327
1948	2124	3326
1949	2125	3324
1950	2125	3322
1951	2126	3320
1952	2127	3318
1953	2127	3317
1954	2128	3315
1955	2129	3313
1956	2129	3311
1957	2130	3309
1958	2131	3308
1959	2132	3307
1960	2134	3307
1961	2136	3308
1962	2137	3307
1963	2138	3306
1964	2139	3304
1965	2140	3302
1966	2140	3300
1967	2141	3298
1968	2141	3297
1969	2142	3295
1970	2143	3293
1971	2143	3291
1972	2145	3291
1973	2147	3292
1974	2148	3290
1975	2149	3289
1976	2150	3288
1977	2151	3286
1978	2151	3284
1979	2152	3283
1980	2153	3281
1981	2153	3279
1982	2154	3278
1983	2155	3276
1984	2156	3274
1985	2159	3277
1986	2160	3276
1987	2161	3274
1988	2161	3272
1989	2162	3271
1990	2163	3269
1991	2164	3268
1992	2164	3266
1993	2165	3264
1994	2166	3262
1995	2166	3261
1996	2167	3259
1997	2168	3257
1998	2168	3256
1999	2171	3256
2000	2172	3255
2001	2172	3254
2002	2173	3252
2003	2174	3251
2004	2175	3249
2005	2176	3247
2006	2176	3246
2007	2177	3244
2008	2178	3243
2009	2179	3241
2010	2180	3241
2011	2183	3242
2012	2184	3241
2013	2184	3239
2014	2185	3237
2015	2186	3236
2016	2187	3234
2017	2188	3233
2018	2188	3231
2019	2189	3229
2020	2190	3228
2021	2190	3226
2022	2192	3225
2023	2192	3224
2024	2193	3223
2025	2195	3222
2026	2195	3220
2027	2196	3219
2028	2197	3217
2029	2198	3215
2030	2198	3214
2031	2199	3212
2032	2200	3211
2033	2201	3209
2034	2201	3208
2035	2202	3206
2036	2203	3205
2037	2207	3208
2038	2208	3207
2039	2209	3206
2040	2211	3205
2041	2212	3204
2042	2213	3203
2043	2214	3203
2044	2215	3201
2045	2217	3201
2046	2221	3205
2047	2222	3204
2048	2224	3203
2049	2225	3202
2050	2226	3200
2051	2227	3199
2052	2227	3197
2053	2228	3196
2054	2229	3194
2055	2233	3197
2056	2234	3196
2057	2235	3195
2058	2256	3223
2059	2265	3232
2060	2266	3232
2061	2267	3231
2062	2268	3229
2063	2269	3228
2064	2270	3227
2065	2271	3226
2066	2272	3224
2067	2280	3233
2068	2282	3232
2069	2283	3231
2070	2284	3230
2071	2285	3229
2072	2286	3228
2073	2288	3228
2074	2289	3226
2075	2292	3228
2076	2294	3228
2077	2294	3227
2078	2295	3225
2079	2296	3223
2080	2297	3222
2081	2297	3220
2082	2298	3218
2083	2300	3219
2084	2302	3218
2085	2302	3216
2086	2303	3215
2087	2304	3214
2088	2305	3212
2089	2306	3211
2090	2307	3209
2091	2307	3208
2092	2308	3206
2093	2309	3204
2094	2310	3203
2095	2311	3202
2096	2311	3200
2097	2312	3198
2098	2314	3198
2099	2315	3197
2100	2317	3197
2101	2318	3196
2102	2319	3194
2103	2319	3192
2104	2320	3191
2105	2321	3189
2106	2321	3187
2107	2322	3186
2108	2323	3184
2109	2323	3182
2110	2325	3182
2111	2326	3180
2112	2327	3180
2113	2328	3179
2114	2329	3177
2115	2329	3175
2116	2330	3174
2117	2331	3172
2118	2332	3171
2119	2333	3170
2120	2334	3169
2121	2335	3167
2122	2336	3166
2123	2337	3164
2124	2338	3163
2125	2339	3163
2126	2340	3161
2127	2341	3159
2128	2341	3158
2129	2342	3156
2130	2343	3155
2131	2344	3153
2132	2345	3152
2133	2345	3150
2134	2346	3148
2135	2347	3147
2136	2348	3146
2137	2349	3145
2138	2351	3144
2139	2351	3143
2140	2352	3141
2141	2353	3140
2142	2354	3138
2143	2354	3136
2144	2355	3135
2145	2356	3133
2146	2356	3131
2147	2357	3130
2148	2358	3128
2149	2358	3126
2150	2359	3125
2151	2360	3124
2152	2362	3124
2153	2363	3122
2154	2364	3121
2155	2364	3119
2156	2365	3117
2157	2366	3116
2158	2368	3117
2159	2369	3115
2160	2371	3115
2161	2374	3116
2162	2375	3115
2163	2376	3113
2164	2377	3112
2165	2377	3111
2166	2378	3109
2167	2379	3108
2168	2380	3106
2169	2381	3105
2170	2381	3103
2171	2382	3102
2172	2387	3105
2173	2388	3104
2174	2389	3103
2175	2391	3103
2176	2392	3102
2177	2395	3104
2178	2396	3102
2179	2398	3102
2180	2399	3100
2181	2399	3099
2182	2400	3097
2183	2402	3097
2184	2403	3096
2185	2404	3094
2186	2404	3093
2187	2405	3091
2188	2406	3090
2189	2409	3091
2190	2410	3089
2191	2410	3088
2192	2411	3086
2193	2412	3085
2194	2413	3083
2195	2413	3082
2196	2414	3080
2197	2415	3079
2198	2415	3077
2199	2416	3075
2200	2417	3074
2201	2418	3072
2202	2424	3078
2203	2425	3076
2204	2426	3075
2205	2427	3074
2206	2427	3072
2207	2430	3073
2208	2431	3071
2209	2432	3070
2210	2433	3069
2211	2433	3067
2212	2435	3066
2213	2436	3065
2214	2436	3064
2215	2443	3070
2216	2444	3068
2217	2445	3067
2218	2446	3066
2219	2500	3130
2220	2509	3139
2221	2512	3141
2222	2513	3140
2223	2568	3206
2224	2570	3205
2225	2571	3204
2226	2573	3203
2227	2573	3202
2228	2575	3201
2229	2576	3200
2230	2577	3199
2231	2579	3198
2232	2580	3197
2233	2607	3227
2234	2608	3227
2235	2638	3261
2236	2639	3259
2237	2640	3258
2238	2641	3257
2239	2642	3256
2240	2644	3255
2241	2655	3267
2242	2656	3265
2243	2663	3271
2244	2664	3270
2245	2666	3269
2246	2667	3267
2247	2668	3266
2248	2670	3266
2249	2671	3265
2250	2672	3263
2251	2673	3262
2252	2674	3260
2253	2675	3259
2254	2677	3259
2255	2678	3257
2256	2678	3255
2257	2680	3255
2258	2681	3253
2259	2682	3251
2260	2683	3250
2261	2684	3248
2262	2684	3247
2263	2685	3245
2264	2686	3244
2265	2691	3246
2266	2693	3246
2267	2694	3245
2268	2695	3243
2269	2695	3242
2270	2696	3240
2271	2699	3240
2272	2699	3239
2273	2702	3239
2274	2703	3237
2275	2706	3238
2276	2753	3293
2277	2759	3297
2278	2766	3302
2279	2767	3301
2280	2768	3300
2281	2771	3301
2282	2777	3305
2283	2780	3306
2284	2781	3305
2285	2782	3303
2286	2786	3305
2287	2788	3304
2288	2789	3303
2289	2792	3304
2290	2804	3316
2291	2820	3332
2292	2829	3340
2293	2830	3339
2294	2832	3338
2295	2879	3391
2296	2880	3389
2297	2881	3388
2298	2882	3386
2299	2883	3385
2300	2894	3395
2301	2897	3395
2302	2899	3395
2303	2900	3394
2304	2907	3399
2305	2908	3398
2306	2909	3396
2307	2910	3395
2308	2912	3393
2309	2914	3393
2310	2923	3401
2311	2927	3403
2312	2931	3405
2313	2932	3404
2314	2937	3407
2315	2946	3414
2316	2947	3413
2317	2948	3411
2318	2954	3415
2319	2956	3414
2320	2956	3412
2321	2957	3411
2322	2959	3410
2323	2960	3408
2324	2961	3407
2325	2967	3411
2326	2968	3410
2327	2969	3408
2328	2970	3406
2329	2971	3405
2330	2972	3403
2331	2974	3402
2332	2975	3401
2333	2977	3400
2334	2978	3399
2335	2979	3398
2336	2981	3396
2337	2983	3396
2338	2989	3401
2339	2991	3400
2340	2992	3398
2341	2994	3398
2342	2994	3396
2343	2995	3394
2344	2996	3392
2345	2997	3390
2346	2999	3390
2347	3000	3389
2348	3008	3395
2349	3024	3410
2350	3025	3408
2351	3026	3407
2352	3027	3405
2353	3028	3403
2354	3029	3402
2355	3031	3401
2356	3043	3413
2357	3045	3412
2358	3046	3410
2359	3048	3410
2360	3049	3409
2361	3052	3408
2362	3053	3407
2363	3055	3406
2364	3057	3406
2365	3059	3405
2366	3061	3405
2367	3066	3408
2368	3068	3407
2369	3072	3409
2370	3074	3409
2371	3076	3408
2372	3087	3417
2373	3088	3416
2374	3089	3415
2375	3090	3413
2376	3092	3412
2377	3095	3413
2378	3096	3411
2379	3097	3409
2380	3098	3408
2381	3099	3406
2382	3100	3404
2383	3101	3403
2384	3102	3401
2385	3103	3399
2386	3104	3397
2387	3105	3396
2388	3108	3397
2389	3109	3396
2390	3110	3394
2391	3111	3392
2392	3112	3390
2393	3113	3389
2394	3114	3387
2395	3115	3385
2396	3116	3383
2397	3117	3382
2398	3117	3380
2399	3120	3380
2400	3121	3379
2401	3122	3377
2402	3123	3375
2403	3126	3376
2404	3130	3377
2405	3131	3376
2406	3136	3378
2407	3137	3376
2408	3138	3375
2409	3140	3374
2410	3142	3373
2411	3143	3373
2412	3147	3374
2413	3149	3373
2414	3150	3372
2415	3151	3371
2416	3153	3369
2417	3153	3367
2418	3155	3367
2419	3158	3367
2420	3161	3367
2421	3163	3367
2422	3164	3365
2423	3167	3365
2424	3168	3364
2425	3168	3362
2426	3169	3360
2427	3170	3358
2428	3171	3356
2429	3174	3357
2430	3175	3356
2431	3176	3354
2432	3177	3352
2433	3177	3350
2434	3178	3348
2435	3179	3346
2436	3179	3344
2437	3180	3342
2438	3181	3340
2439	3182	3339
2440	3183	3337
2441	3184	3335
2442	3185	3334
2443	3186	3333
2444	3187	3331
2445	3189	3330
2446	3191	3329
2447	3192	3327
2448	3194	3327
2449	3195	3325
2450	3195	3323
2451	3196	3321
2452	3197	3319
2453	3197	3317
2454	3198	3315
2455	3198	3313
2456	3199	3311
2457	3200	3309
2458	3200	3307
2459	3201	3305
2460	3202	3304
2461	3205	3304
2462	3206	3303
2463	3207	3301
2464	3208	3299
2465	3208	3297
2466	3209	3295
2467	3210	3293
2468	3210	3291
2469	3211	3289
2470	3212	3287
2471	3215	3288
2472	3217	3287
2473	3218	3286
2474	3219	3284
2475	3220	3282
2476	3220	3280
2477	3221	3278
2478	3222	3276
2479	3223	3274
2480	3226	3275
2481	3227	3273
2482	3227	3272
2483	3228	3270
2484	3232	3271
2485	3233	3269
2486	3234	3268
2487	3235	3266
2488	3235	3264
2489	3236	3262
2490	3237	3260
2491	3237	3258
2492	3238	3256
2493	3240	3255
2494	3240	3253
2495	3241	3251
2496	3242	3249
2497	3243	3248
2498	3244	3246
2499	3245	3245
2500	3245	3243
2501	3246	3241
2502	3247	3239
2503	3247	3237
2504	3248	3235
2505	3248	3233
2506	3249	3231
2507	3250	3229
2508	3250	3227
2509	3251	3225
2510	3252	3223
2511	3252	3221
2512	3253	3219
2513	3256	3220
2514	3257	3218
2515	3257	3216
2516	3258	3214
2517	3259	3212
2518	3259	3210
2519	3260	3208
2520	3260	3206
2521	3261	3204
2522	3262	3202
2523	3262	3200
2524	3263	3198
2525	3264	3197
2526	3264	3195
2527	3265	3193
2528	3266	3191
2529	3267	3190
2530	3268	3188
2531	3269	3186
2532	3270	3184
2533	3270	3183
2534	3271	3181
2535	3272	3179
2536	3272	3177
2537	3273	3175
2538	3274	3173
2539	3274	3171
2540	3275	3169
2541	3276	3167
2542	3276	3166
2543	3277	3164
2544	3278	3162
2545	3280	3161
2546	3281	3160
2547	3281	3158
2548	3282	3156
2549	3283	3154
2550	3283	3152
2551	3284	3150
2552	3285	3148
2553	3285	3146
2554	3286	3144
2555	3287	3143
2556	3287	3141
2557	3288	3139
2558	3288	3137
2559	3289	3135
2560	3290	3133
2561	3290	3131
2562	3291	3130
2563	3292	3128
2564	3293	3126
2565	3294	3124
2566	3294	3122
2567	3295	3121
2568	3296	3119
2569	3296	3117
2570	3297	3115
2571	3298	3113
2572	3298	3111
2573	3299	3109
2574	3300	3107
2575	3300	3106
2576	3301	3104
2577	3302	3102
2578	3302	3100
2579	3303	3098
2580	3304	3097
2581	3305	3095
2582	3306	3093
2583	3306	3091
2584	3307	3090
2585	3308	3088
2586	3308	3086
2587	3309	3084
2588	3310	3082
2589	3310	3080
2590	3311	3078
2591	3311	3076
2592	3312	3075
2593	3313	3073
2594	3314	3071
2595	3314	3069
2596	3316	3068
2597	3317	3066
2598	3318	3066
2599	3320	3064
2600	3320	3062
2601	3322	3061
2602	3323	3060
2603	3324	3058
2604	3324	3056
2605	3325	3054
2606	3325	3052
2607	3326	3051
2608	3327	3049
2609	3329	3048
2610	3330	3047
2611	3331	3045
2612	3331	3043
2613	3334	3043
2614	3334	3041
2615	3335	3039
2616	3336	3038
2617	3337	3036
2618	3337	3034
2619	3338	3033
2620	3339	3031
2621	3341	3030
2622	3342	3028
2623	3342	3026
2624	3343	3024
2625	3343	3023
2626	3344	3021
2627	3345	3019
2628	3345	3017
2629	3346	3015
2630	3346	3013
2631	3347	3011
2632	3348	3009
2633	3348	3008
2634	3350	3006
2635	3351	3005
2636	3353	3005
2637	3354	3003
2638	3355	3002
2639	3356	3000
2640	3356	2998
2641	3357	2996
2642	3358	2994
2643	3358	2993
2644	3359	2991
2645	3360	2989
2646	3361	2987
2647	3362	2986
2648	3363	2984
2649	3365	2984
2650	3366	2982
2651	3367	2981
2652	3368	2979
2653	3368	2977
2654	3369	2975
2655	3370	2974
2656	3370	2972
2657	3371	2970
2658	3371	2968
2659	3372	2966
2660	3373	2964
2661	3374	2963
2662	3376	2962
2663	3377	2961
2664	3378	2960
2665	3379	2958
2666	3380	2957
2667	3381	2955
2668	3382	2954
2669	3383	2952
2670	3384	2951
2671	3386	2950
2672	3387	2949
2673	3390	2949
2674	3391	2947
2675	3392	2946
2676	3393	2945
2677	3394	2943
2678	3395	2942
2679	3397	2940
2680	3398	2939
2681	3399	2938
2682	3400	2936
2683	3401	2935
2684	3402	2933
2685	3403	2931
2686	3403	2930
2687	3404	2928
2688	3405	2926
2689	3406	2925
2690	3407	2923
2691	3407	2921
2692	3408	2920
2693	3409	2918
2694	3409	2916
2695	3410	2914
2696	3411	2912
2697	3411	2911
2698	3412	2909
2699	3413	2907
2700	3414	2905
2701	3414	2904
2702	3415	2902
2703	3416	2900
2704	3417	2899
2705	3418	2897
2706	3418	2895
2707	3419	2894
2708	3420	2892
2709	3420	2890
2710	3421	2888
2711	3422	2887
2712	3422	2885
2713	3423	2883
2714	3423	2881
2715	3424	2880
2716	3425	2878
2717	3426	2876
2718	3426	2874
2719	3427	2873
2720	3428	2871
2721	3428	2869
2722	3429	2867
2723	3430	2865
2724	3430	2864
2725	3431	2862
2726	3432	2860
2727	3432	2858
2728	3433	2857
2729	3433	2855
2730	3434	2853
2731	3435	2851
2732	3435	2849
2733	3436	2848
2734	3437	2846
2735	3438	2844
2736	3438	2843
2737	3439	2841
2738	3439	2839
2739	3440	2837
2740	3441	2836
2741	3442	2834
2742	3442	2832
2743	3443	2831
2744	3444	2829
2745	3444	2827
2746	3445	2825
2747	3445	2823
2748	3446	2822
2749	3447	2820
2750	3447	2818
2751	3448	2816
2752	3449	2815
2753	3449	2813
2754	3450	2811
2755	3450	2809
2756	3451	2808
2757	3452	2806
2758	3453	2804
2759	3453	2802
2760	3454	2801
2761	3454	2799
2762	3455	2797
2763	3456	2795
2764	3456	2794
2765	3457	2792
2766	3458	2790
2767	3458	2788
2768	3459	2787
2769	3459	2785
2770	3460	2783
2771	3461	2781
2772	3461	2780
2773	3462	2778
2774	3463	2776
2775	3463	2775
2776	3464	2773
2777	3465	2771
2778	3465	2769
2779	3466	2768
2780	3467	2766
2781	3467	2764
2782	3468	2763
2783	3469	2761
2784	3469	2759
2785	3470	2757
2786	3470	2756
2787	3471	2754
2788	3472	2752
2789	3472	2750
2790	3473	2749
2791	3474	2747
2792	3474	2745
2793	3475	2743
2794	3477	2743
2795	3478	2742
2796	3480	2741
2797	3482	2740
2798	3482	2738
2799	3484	2737
2800	3485	2736
2801	3486	2734
2802	3487	2733
2803	3488	2732
2804	3489	2730
2805	3493	2731
2806	3494	2730
2807	3497	2729
2808	3498	2728
2809	3500	2727
2810	3500	2726
2811	3501	2724
2812	3503	2723
2813	3504	2722
2814	3505	2720
2815	3505	2719
2816	3506	2717
2817	3507	2715
2818	3507	2713
2819	3508	2712
2820	3509	2710
2821	3509	2708
2822	3510	2707
2823	3511	2705
2824	3513	2704
2825	3513	2703
2826	3514	2701
2827	3515	2700
2828	3516	2698
2829	3517	2696
2830	3517	2695
2831	3518	2693
2832	3519	2691
2833	3519	2690
2834	3520	2688
2835	3521	2686
2836	3521	2684
2837	3522	2683
2838	3522	2681
2839	3523	2679
2840	3524	2678
2841	3525	2676
2842	3526	2675
2843	3527	2673
2844	3528	2672
2845	3528	2670
2846	3529	2669
2847	3530	2667
2848	3531	2665
2849	3531	2664
2850	3532	2662
2851	3533	2660
2852	3533	2659
2853	3534	2657
2854	3536	2656
2855	3537	2655
2856	3538	2653
2857	3538	2652
2858	3539	2650
2859	3540	2648
2860	3540	2647
2861	3541	2645
2862	3542	2643
2863	3542	2642
2864	3543	2640
2865	3544	2639
2866	3545	2637
2867	3545	2635
2868	3546	2634
2869	3548	2633
2870	3549	2632
2871	3550	2630
2872	3551	2629
2873	3552	2627
2874	3552	2626
2875	3553	2624
2876	3554	2622
2877	3554	2621
2878	3555	2619
2879	3556	2617
2880	3556	2616
2881	3557	2614
2882	3558	2612
2883	3558	2611
2884	3559	2609
2885	3560	2608
2886	3561	2606
2887	3561	2604
2888	3562	2603
2889	3562	2601
2890	3563	2599
2891	3564	2597
2892	3564	2596
2893	3565	2594
2894	3566	2593
2895	3566	2591
2896	3567	2589
2897	3568	2588
2898	3568	2586
2899	3569	2584
2900	3569	2582
2901	3570	2581
2902	3571	2579
2903	3572	2578
2904	3572	2576
2905	3573	2574
2906	3574	2573
2907	3574	2571
2908	3575	2569
2909	3575	2568
2910	3576	2566
2911	3577	2565
2912	3577	2563
2913	3578	2561
2914	3579	2560
2915	3579	2558
2916	3580	2556
2917	3581	2555
2918	3581	2553
2919	3582	2551
2920	3582	2550
2921	3583	2548
2922	3584	2547
2923	3585	2545
2924	3586	2544
2925	3586	2542
2926	3587	2540
2927	3588	2539
2928	3588	2537
2929	3589	2535
2930	3590	2534
2931	3590	2532
2932	3591	2530
2933	3592	2529
2934	3592	2527
2935	3593	2526
2936	3593	2524
2937	3594	2522
2938	3595	2521
2939	3595	2519
2940	3596	2518
2941	3597	2516
2942	3597	2514
2943	3598	2513
2944	3599	2511
2945	3599	2509
2946	3600	2508
2947	3601	2506
2948	3601	2504
2949	3602	2503
2950	3602	2501
2951	3603	2499
2952	3604	2498
2953	3604	2496
2954	3605	2495
2955	3605	2493
2956	3607	2492
2957	3607	2490
2958	3608	2489
2959	3609	2487
2960	3610	2486
2961	3611	2484
2962	3611	2482
2963	3612	2481
2964	3613	2480
2965	3615	2479
2966	3615	2477
2967	3616	2475
2968	3616	2474
2969	3617	2472
2970	3618	2471
2971	3619	2469
2972	3619	2467
2973	3620	2466
2974	3620	2464
2975	3622	2463
2976	3622	2461
2977	3623	2460
2978	3624	2458
2979	3624	2457
2980	3625	2455
2981	3626	2453
2982	3626	2452
2983	3627	2450
2984	3628	2449
2985	3628	2447
2986	3629	2445
2987	3630	2444
2988	3631	2443
2989	3632	2442
2990	3633	2440
2991	3634	2439
2992	3635	2437
2993	3635	2436
2994	3636	2434
2995	3637	2432
2996	3637	2431
2997	3638	2429
2998	3639	2428
2999	3639	2426
3000	3640	2424
3001	3641	2423
3002	3643	2422
3003	3644	2421
3004	3645	2420
3005	3646	2418
3006	3646	2417
3007	3647	2415
3008	3649	2414
3009	3649	2412
3010	3650	2411
3011	3651	2410
3012	3652	2408
3013	3652	2407
3014	3653	2405
3015	3654	2403
3016	3654	2402
3017	3655	2400
3018	3656	2399
3019	3657	2398
3020	3658	2396
3021	3658	2394
3022	3659	2393
3023	3660	2391
3024	3660	2390
3025	3661	2388
3026	3662	2387
3027	3663	2385
3028	3663	2384
3029	3664	2382
3030	3665	2380
3031	3665	2379
3032	3666	2377
3033	3667	2376
3034	3668	2374
3035	3669	2373
3036	3670	2372
3037	3670	2370
3038	3671	2369
3039	3672	2367
3040	3672	2366
3041	3673	2364
3042	3674	2362
3043	3674	2361
3044	3675	2359
3045	3676	2358
3046	3677	2357
3047	3678	2355
3048	3679	2354
3049	3679	2352
3050	3680	2351
3051	3681	2349
3052	3683	2348
3053	3685	2348
3054	3689	2349
3055	3691	2348
3056	3691	2346
3057	3692	2345
3058	3693	2343
3059	3694	2342
3060	3695	2340
3061	3696	2339
3062	3697	2338
3063	3698	2336
3064	3699	2335
3065	3700	2334
3066	3701	2332
3067	3702	2331
3068	3703	2330
3069	3703	2328
3070	3704	2327
3071	3705	2325
3072	3706	2324
3073	3713	2326
3074	3714	2325
3075	3715	2324
3076	3716	2322
3077	3717	2321
3078	3717	2319
3079	3718	2318
3080	3719	2316
3081	3720	2315
3082	3729	2318
3083	3729	2317
3084	3730	2315
3085	3731	2314
3086	3732	2312
3087	3732	2311
3088	3733	2309
3089	3734	2308
3090	3735	2306
3091	3735	2305
3092	3736	2303
3093	3738	2303
3094	3739	2301
3095	3740	2300
3096	3741	2298
3097	3741	2297
3098	3742	2295
3099	3743	2294
3100	3744	2292
3101	3744	2291
3102	3745	2289
3103	3746	2288
3104	3746	2286
3105	3747	2285
3106	3748	2283
3107	3749	2282
3108	3750	2281
3109	3751	2279
3110	3751	2278
3111	3752	2276
3112	3753	2275
3113	3754	2273
3114	3755	2272
3115	3755	2270
3116	3756	2269
3117	3756	2267
3118	3758	2266
3119	3758	2264
3120	3759	2263
3121	3760	2261
3122	3760	2260
3123	3761	2258
3124	3762	2257
3125	3763	2256
3126	3764	2254
3127	3766	2254
3128	3767	2252
3129	3768	2251
3130	3769	2250
3131	3770	2248
3132	3771	2247
3133	3772	2245
3134	3772	2244
3135	3773	2243
3136	3775	2241
3137	3775	2240
3138	3776	2239
3139	3777	2237
3140	3778	2236
3141	3779	2234
3142	3779	2233
3143	3780	2231
3144	3781	2230
3145	3782	2228
3146	3783	2227
3147	3784	2226
3148	3785	2224
3149	3785	2223
3150	3787	2222
3151	3788	2220
3152	3789	2219
3153	3790	2218
3154	3790	2216
3155	3791	2215
3156	3792	2213
3157	3792	2212
3158	3793	2210
3159	3793	2209
3160	3794	2207
3161	3795	2206
3162	3795	2204
3163	3796	2203
3164	3797	2201
3165	3798	2200
3166	3799	2199
3167	3800	2197
3168	3800	2196
3169	3801	2194
3170	3802	2193
3171	3802	2191
3172	3803	2190
3173	3804	2188
3174	3804	2186
3175	3805	2185
3176	3805	2183
3177	3806	2182
3178	3807	2180
3179	3807	2179
3180	3808	2177
3181	3808	2176
3182	3809	2174
3183	3811	2173
3184	3812	2172
3185	3813	2171
3186	3814	2170
3187	3815	2168
3188	3816	2167
3189	3816	2165
3190	3817	2164
3191	3818	2162
3192	3819	2161
3193	3820	2160
3194	3820	2158
3195	3821	2157
3196	3822	2155
3197	3857	2173
3198	3858	2172
3199	3858	2170
3200	3859	2169
3201	3860	2167
3202	3861	2166
3203	3861	2164
3204	3862	2163
3205	3863	2161
3206	3864	2160
3207	3864	2158
3208	3865	2157
3209	3866	2155
3210	3867	2154
3211	3867	2153
3212	3868	2151
3213	3869	2150
3214	3870	2148
3215	3871	2147
3216	3872	2146
3217	3872	2144
3218	3873	2143
3219	3874	2141
3220	3875	2140
3221	3886	2144
3222	3887	2143
3223	3888	2141
3224	3889	2140
3225	3889	2139
3226	3890	2137
3227	3891	2136
3228	3892	2134
3229	3892	2133
3230	3893	2131
3231	3894	2130
3232	3895	2128
3233	3895	2127
3234	3896	2125
3235	3897	2124
3236	3898	2123
3237	3898	2121
3238	3899	2120
3239	3900	2118
3240	3903	2118
3241	3904	2117
3242	3927	2127
3243	3929	2126
3244	3929	2125
3245	3930	2123
3246	3931	2122
3247	3932	2121
3248	3933	2119
3249	3933	2118
3250	3935	2117
3251	3950	2123
3252	3951	2122
3253	3952	2120
3254	3953	2119
3255	3954	2117
3256	3954	2116
3257	3955	2115
3258	3958	2114
3259	3959	2113
3260	3960	2111
3261	3961	2110
3262	3962	2109
3263	3963	2107
3264	3964	2106
3265	3965	2105
3266	3966	2103
3267	3967	2102
3268	3968	2101
3269	3968	2099
3270	4004	2116
3271	4005	2115
3272	4006	2114
3273	4007	2112
3274	4008	2111
3275	4008	2109
3276	4009	2108
3277	4010	2106
3278	4011	2105
3279	4011	2103
3280	4012	2102
3281	4013	2100
3282	4014	2099
3283	4015	2098
3284	4016	2096
3285	4017	2095
3286	4018	2094
3287	4018	2092
3288	4019	2091
3289	4020	2089
3290	4021	2088
3291	4022	2086
3292	4022	2085
3293	4023	2083
3294	4024	2082
3295	4025	2080
3296	4025	2079
3297	4026	2078
3298	4028	2076
3299	4028	2075
3300	4036	2077
3301	4037	2076
3302	4038	2074
3303	4039	2073
3304	4040	2071
3305	4040	2070
3306	4041	2069
3307	4044	2068
3308	4045	2067
3309	4046	2065
3310	4047	2064
3311	4048	2063
3312	4048	2061
3313	4049	2060
3314	4050	2058
3315	4051	2057
3316	4051	2055
3317	4052	2054
3318	4053	2053
3319	4054	2051
3320	4055	2050
3321	4056	2048
3322	4056	2047
3323	4057	2045
3324	4058	2044
3325	4059	2043
3326	4060	2041
3327	4062	2040
3328	4069	2042
3329	4072	2042
3330	4073	2041
3331	4075	2040
3332	4088	2045
3333	4089	2043
