iter	Passed	Remaining
632	538	3716
633	539	3714
634	540	3713
635	540	3711
636	541	3709
637	543	3715
638	544	3718
639	545	3718
640	546	3716
641	547	3713
642	547	3711
643	548	3709
644	548	3706
645	549	3704
646	550	3701
647	550	3699
648	551	3696
649	552	3694
650	552	3692
651	553	3689
652	553	3687
653	554	3687
654	556	3693
655	557	3694
656	558	3692
657	559	3691
658	560	3689
659	560	3688
660	561	3686
661	562	3684
662	563	3683
663	563	3681
664	564	3679
665	565	3679
666	569	3698
667	570	3701
668	572	3703
669	572	3702
670	573	3701
671	574	3700
672	575	3699
673	576	3698
674	576	3696
675	577	3694
676	578	3692
677	579	3697
678	580	3696
679	581	3694
680	582	3693
681	583	3693
682	584	3692
683	584	3690
684	585	3689
685	586	3687
686	587	3685
687	587	3684
688	588	3683
689	589	3683
690	590	3682
691	592	3686
692	593	3686
693	594	3686
694	595	3686
695	595	3685
696	597	3685
697	597	3684
698	598	3683
699	599	3681
700	600	3680
701	600	3678
702	601	3676
703	602	3674
704	602	3672
705	604	3674
706	605	3674
707	606	3674
708	607	3674
709	608	3673
710	609	3675
711	610	3675
712	611	3675
713	612	3675
714	614	3680
715	619	3705
716	620	3706
717	621	3705
718	622	3703
719	622	3701
720	623	3699
721	623	3697
722	624	3695
723	626	3699
724	627	3699
725	633	3729
726	634	3728
727	635	3727
728	636	3726
729	636	3725
730	638	3725
731	638	3724
732	639	3723
733	640	3721
734	641	3720
735	644	3734
736	645	3733
737	646	3732
738	647	3732
739	648	3731
740	648	3729
741	649	3728
742	650	3728
743	651	3728
744	652	3727
745	653	3729
746	657	3740
747	657	3739
748	658	3737
749	659	3735
750	659	3734
751	660	3732
752	661	3731
753	662	3729
754	662	3727
755	663	3726
756	664	3726
757	665	3725
758	666	3725
759	668	3728
760	669	3726
761	669	3725
762	670	3723
763	671	3721
764	674	3735
765	678	3750
766	680	3754
767	681	3755
768	682	3754
769	684	3759
770	685	3758
771	686	3760
772	687	3760
773	689	3767
774	691	3767
775	694	3781
776	695	3781
777	696	3782
778	697	3780
779	698	3779
780	699	3778
781	700	3776
782	700	3774
783	702	3779
784	704	3781
785	705	3783
786	706	3783
787	707	3783
788	708	3782
789	709	3780
790	710	3779
791	711	3779
792	712	3778
793	713	3777
794	715	3782
795	716	3785
796	717	3785
797	718	3784
798	719	3785
799	721	3787
800	722	3786
801	723	3785
802	724	3784
803	724	3782
804	725	3780
805	726	3781
806	727	3781
807	728	3780
808	729	3780
809	731	3782
810	732	3785
811	733	3783
812	734	3781
813	735	3780
814	735	3779
815	736	3777
816	737	3775
817	738	3773
818	740	3779
819	741	3779
820	742	3779
821	743	3780
822	745	3783
823	746	3782
824	748	3785
825	749	3786
826	751	3790
827	752	3789
828	756	3807
829	759	3813
830	760	3816
831	761	3815
832	763	3821
833	764	3821
834	766	3821
835	766	3820
836	767	3819
837	768	3817
838	769	3815
839	770	3814
840	771	3813
841	774	3824
842	775	3825
843	776	3824
844	777	3825
845	783	3845
846	787	3859
847	788	3859
848	789	3860
849	790	3861
850	793	3868
851	797	3882
852	799	3885
853	800	3884
854	800	3882
855	801	3880
856	802	3881
857	804	3882
858	807	3895
859	809	3895
860	810	3897
861	811	3896
862	812	3895
863	813	3893
864	814	3892
865	815	3892
866	816	3891
867	817	3889
868	818	3892
869	820	3894
870	821	3893
871	822	3894
872	824	3898
873	825	3897
874	826	3895
875	829	3903
876	832	3915
877	836	3926
878	837	3926
879	838	3925
880	839	3924
881	840	3923
882	841	3923
883	842	3922
884	844	3926
885	845	3926
886	846	3925
887	847	3925
888	848	3923
889	849	3922
890	850	3920
891	850	3917
892	851	3915
893	852	3913
894	852	3911
895	853	3909
896	854	3907
897	854	3905
898	856	3906
899	857	3905
900	858	3904
901	859	3903
902	859	3900
903	860	3898
904	861	3896
905	861	3894
906	862	3892
907	863	3890
908	863	3888
909	864	3886
910	865	3884
911	866	3882
912	867	3881
913	868	3882
914	869	3881
915	870	3880
916	871	3878
917	871	3877
918	872	3876
919	873	3873
920	874	3871
921	874	3869
922	875	3867
923	876	3864
924	876	3862
925	877	3860
926	878	3857
927	879	3857
928	880	3858
929	881	3858
930	882	3857
931	883	3855
932	884	3853
933	884	3852
934	885	3850
935	886	3848
936	886	3846
937	887	3843
938	888	3841
939	888	3839
940	889	3836
941	890	3834
942	891	3836
943	892	3836
944	893	3835
945	894	3832
946	895	3830
947	895	3828
948	896	3826
949	897	3824
950	897	3822
951	898	3819
952	898	3817
953	899	3815
954	900	3813
955	901	3811
956	903	3815
957	904	3814
958	904	3813
959	905	3810
960	906	3809
961	907	3807
962	908	3806
963	909	3806
964	909	3804
965	911	3804
966	911	3802
967	912	3800
968	912	3798
969	913	3796
970	916	3801
971	917	3802
972	918	3802
973	919	3802
974	920	3800
975	921	3798
976	921	3796
977	922	3794
978	923	3791
979	923	3789
980	924	3787
981	925	3785
982	925	3782
983	930	3796
984	933	3806
985	935	3807
986	936	3806
987	937	3804
988	937	3803
989	938	3802
990	942	3813
991	943	3812
992	944	3810
993	945	3809
994	945	3807
995	946	3805
996	947	3803
997	948	3802
998	948	3800
999	949	3799
1000	950	3798
1001	951	3797
1002	953	3800
1003	954	3799
1004	955	3797
1005	955	3795
1006	956	3793
1007	957	3791
1008	958	3789
1009	958	3788
1010	959	3786
1011	960	3784
1012	961	3783
1013	962	3783
1014	963	3781
1015	965	3784
1016	965	3783
1017	966	3781
1018	967	3779
1019	968	3777
1020	968	3775
1021	969	3772
1022	970	3771
1023	970	3768
1024	971	3767
1025	973	3770
1026	974	3771
1027	976	3771
1028	978	3775
1029	979	3774
1030	980	3772
1031	980	3771
1032	981	3769
1033	982	3768
1034	983	3766
1035	983	3764
1036	984	3763
1037	986	3765
1038	987	3765
1039	988	3764
1040	990	3767
1041	992	3768
1042	993	3767
1043	993	3765
1044	994	3763
1045	995	3761
1046	995	3759
1047	996	3757
1048	997	3757
1049	998	3755
1050	999	3754
1051	1000	3752
1052	1000	3750
1053	1003	3757
1054	1006	3761
1055	1007	3763
1056	1008	3761
1057	1009	3759
1058	1009	3757
1059	1010	3755
1060	1010	3752
1061	1011	3750
1062	1012	3748
1063	1012	3746
1064	1013	3744
1065	1015	3746
1066	1016	3746
1067	1017	3745
1068	1018	3743
1069	1018	3741
1070	1019	3739
1071	1019	3737
1072	1020	3735
1073	1021	3733
1074	1022	3731
1075	1022	3729
1076	1023	3727
1077	1024	3725
1078	1025	3727
1079	1027	3728
1080	1028	3727
1081	1028	3725
1082	1029	3724
1083	1030	3723
1084	1031	3721
1085	1032	3720
1086	1033	3719
1087	1033	3717
1088	1034	3715
1089	1035	3713
1090	1035	3711
1091	1036	3709
1092	1038	3710
1093	1039	3711
1094	1040	3711
1095	1042	3713
1096	1043	3712
1097	1044	3710
1098	1044	3709
1099	1045	3707
1100	1046	3704
1101	1046	3702
1102	1047	3700
1103	1048	3698
1104	1048	3696
1105	1052	3704
1106	1053	3704
1107	1054	3703
1108	1055	3702
1109	1055	3700
1110	1056	3698
1111	1057	3698
1112	1058	3697
1113	1059	3695
1114	1060	3693
1115	1060	3692
1116	1061	3690
1117	1063	3692
1118	1066	3699
1119	1068	3700
1120	1069	3702
1121	1070	3701
1122	1071	3699
1123	1072	3697
1124	1072	3695
1125	1073	3694
1126	1076	3700
1127	1082	3715
1128	1083	3714
1129	1086	3722
1130	1087	3720
1131	1094	3739
1132	1096	3742
1133	1097	3740
1134	1098	3739
1135	1098	3737
1136	1099	3735
1137	1100	3734
1138	1101	3732
1139	1104	3739
1140	1105	3737
1141	1105	3735
1142	1106	3733
1143	1107	3731
1144	1107	3729
1145	1108	3726
1146	1108	3724
1147	1109	3722
1148	1110	3722
1149	1111	3722
1150	1118	3739
1151	1119	3739
1152	1120	3738
1153	1121	3738
1154	1122	3737
1155	1123	3736
1156	1127	3745
1157	1129	3745
1158	1129	3743
1159	1130	3741
1160	1130	3739
1161	1131	3737
1162	1132	3735
1163	1134	3740
1164	1136	3740
1165	1137	3739
1166	1138	3738
1167	1138	3736
1168	1139	3734
1169	1140	3732
1170	1141	3732
1171	1142	3732
1172	1149	3749
1173	1151	3751
1174	1152	3752
1175	1153	3750
1176	1154	3748
1177	1154	3746
1178	1155	3744
1179	1156	3742
1180	1158	3745
1181	1159	3745
1182	1160	3744
1183	1161	3744
1184	1163	3746
1185	1164	3744
1186	1165	3743
1187	1165	3740
1188	1166	3738
1189	1167	3736
1190	1167	3734
1191	1168	3732
1192	1168	3730
1193	1170	3730
1194	1171	3731
1195	1172	3730
1196	1173	3727
1197	1174	3725
1198	1174	3723
1199	1175	3721
1200	1175	3719
1201	1176	3718
1202	1177	3716
1203	1178	3714
1204	1178	3712
1205	1180	3712
1206	1182	3715
1207	1183	3716
1208	1184	3715
1209	1185	3713
1210	1186	3711
1211	1187	3709
1212	1187	3708
1213	1188	3706
1214	1189	3704
1215	1189	3702
1216	1190	3700
1217	1191	3698
1218	1191	3696
1219	1193	3699
1220	1197	3705
1221	1198	3704
1222	1199	3703
1223	1199	3700
1224	1200	3698
1225	1200	3696
1226	1201	3694
1227	1201	3691
1228	1202	3689
1229	1203	3687
1230	1204	3686
1231	1209	3698
1232	1210	3697
1233	1211	3696
1234	1214	3703
1235	1217	3706
1236	1220	3712
1237	1221	3712
1238	1222	3711
1239	1228	3725
1240	1230	3726
1241	1231	3725
1242	1232	3724
1243	1233	3722
1244	1239	3737
1245	1242	3742
1246	1243	3741
1247	1244	3742
1248	1247	3745
1249	1248	3745
1250	1249	3745
1251	1250	3743
1252	1251	3741
1253	1252	3740
1254	1253	3740
1255	1263	3767
1256	1266	3770
1257	1266	3768
1258	1267	3766
1259	1268	3765
1260	1269	3763
1261	1279	3790
1262	1280	3789
1263	1281	3787
1264	1282	3786
1265	1283	3784
1266	1289	3799
1267	1291	3800
1268	1292	3801
1269	1293	3799
1270	1294	3797
1271	1295	3797
1272	1297	3800
1273	1301	3806
1274	1302	3805
1275	1303	3803
1276	1303	3801
1277	1305	3801
1278	1306	3800
1279	1308	3803
1280	1312	3811
1281	1313	3810
1282	1314	3808
1283	1315	3807
1284	1318	3812
1285	1319	3810
1286	1320	3808
1287	1320	3806
1288	1321	3804
1289	1322	3802
1290	1322	3799
1291	1324	3802
1292	1326	3802
1293	1327	3801
1294	1328	3800
1295	1329	3798
1296	1329	3796
1297	1330	3794
1298	1331	3792
1299	1331	3790
1300	1332	3788
1301	1333	3787
1302	1334	3785
1303	1334	3783
1304	1336	3785
1305	1337	3784
1306	1339	3785
1307	1340	3784
1308	1341	3782
1309	1342	3780
1310	1342	3778
1311	1343	3777
1312	1344	3775
1313	1345	3773
1314	1345	3770
1315	1346	3768
1316	1346	3766
1317	1348	3768
1318	1349	3767
1319	1350	3765
1320	1352	3765
1321	1352	3764
1322	1353	3762
1323	1354	3760
1324	1355	3759
1325	1356	3757
1326	1356	3755
1327	1357	3753
1328	1358	3751
1329	1358	3749
1330	1362	3757
1331	1364	3757
1332	1365	3756
1333	1368	3760
1334	1369	3759
1335	1370	3759
1336	1374	3764
1337	1375	3765
1338	1376	3764
1339	1378	3765
1340	1379	3763
1341	1382	3769
1342	1384	3769
1343	1385	3767
1344	1386	3768
1345	1387	3767
1346	1388	3765
1347	1389	3763
1348	1389	3761
1349	1390	3759
1350	1391	3758
1351	1392	3757
1352	1393	3755
1353	1394	3753
1354	1395	3752
1355	1396	3751
1356	1400	3759
1357	1401	3758
1358	1402	3757
1359	1403	3755
1360	1403	3753
1361	1404	3750
1362	1404	3748
1363	1405	3746
1364	1406	3745
1365	1407	3743
1366	1414	3760
1367	1415	3759
1368	1416	3757
1369	1417	3755
1370	1417	3753
1371	1418	3751
1372	1419	3749
1373	1420	3747
1374	1426	3760
1375	1427	3759
1376	1428	3758
1377	1429	3756
1378	1430	3755
1379	1430	3753
1380	1434	3758
1381	1435	3758
1382	1436	3757
1383	1437	3756
1384	1439	3757
1385	1441	3758
1386	1444	3761
1387	1444	3759
1388	1445	3757
1389	1446	3756
1390	1447	3754
1391	1448	3753
1392	1449	3753
1393	1451	3755
1394	1452	3754
1395	1453	3753
1396	1454	3751
1397	1455	3749
1398	1456	3748
1399	1456	3746
1400	1457	3744
1401	1458	3742
1402	1462	3748
1403	1462	3746
1404	1464	3747
1405	1465	3746
1406	1466	3744
1407	1467	3743
1408	1467	3741
1409	1468	3739
1410	1469	3736
1411	1469	3734
1412	1470	3732
1413	1471	3730
1414	1474	3735
1415	1477	3740
1416	1478	3738
1417	1479	3736
1418	1479	3734
1419	1480	3732
1420	1481	3730
1421	1481	3728
1422	1482	3726
1423	1483	3724
1424	1483	3722
1425	1484	3721
1426	1487	3723
1427	1488	3723
1428	1489	3722
1429	1490	3721
1430	1491	3719
1431	1491	3717
1432	1492	3715
1433	1493	3713
1434	1494	3711
1435	1494	3709
1436	1495	3708
1437	1496	3706
1438	1497	3706
1439	1498	3705
1440	1499	3703
1441	1500	3701
1442	1500	3699
1443	1501	3697
1444	1502	3695
1445	1502	3693
1446	1503	3692
1447	1504	3690
1448	1504	3688
1449	1507	3690
1450	1509	3690
1451	1509	3689
1452	1511	3688
1453	1512	3687
1454	1512	3686
1455	1513	3684
1456	1514	3682
1457	1514	3680
1458	1515	3678
1459	1520	3686
1460	1521	3685
1461	1522	3685
1462	1523	3683
1463	1524	3681
1464	1524	3679
1465	1525	3677
1466	1526	3675
1467	1528	3677
1468	1529	3676
1469	1530	3674
1470	1531	3673
1471	1532	3672
1472	1533	3671
1473	1533	3669
1474	1534	3666
1475	1535	3664
1476	1535	3662
1477	1536	3660
1478	1536	3658
1479	1537	3656
1480	1538	3655
1481	1543	3663
1482	1545	3665
1483	1546	3663
1484	1547	3661
1485	1547	3659
1486	1548	3657
1487	1548	3655
1488	1549	3653
1489	1550	3651
1490	1551	3650
1491	1551	3648
1492	1553	3648
1493	1554	3647
1494	1554	3645
1495	1555	3643
1496	1556	3641
1497	1556	3639
1498	1557	3637
1499	1558	3635
1500	1558	3633
1501	1559	3631
1502	1559	3629
1503	1560	3627
1504	1562	3627
1505	1562	3625
1506	1566	3629
1507	1566	3628
1508	1567	3626
1509	1568	3624
1510	1568	3622
1511	1569	3620
1512	1570	3618
1513	1570	3616
1514	1571	3615
1515	1572	3613
1516	1572	3611
1517	1575	3613
1518	1579	3619
1519	1580	3618
1520	1581	3616
1521	1581	3615
1522	1582	3613
1523	1583	3612
1524	1584	3610
1525	1593	3627
1526	1596	3631
1527	1597	3630
1528	1598	3628
1529	1599	3626
1530	1600	3625
1531	1603	3629
1532	1608	3638
1533	1611	3640
1534	1612	3639
1535	1612	3637
1536	1613	3636
1537	1614	3634
1538	1615	3632
1539	1615	3630
1540	1616	3628
1541	1617	3626
1542	1617	3624
1543	1621	3628
1544	1621	3627
1545	1622	3625
1546	1623	3624
1547	1624	3622
1548	1625	3620
1549	1627	3621
1550	1627	3619
1551	1628	3617
1552	1629	3615
1553	1629	3613
1554	1630	3611
1555	1630	3609
1556	1633	3611
1557	1634	3610
1558	1635	3609
1559	1636	3608
1560	1637	3606
1561	1637	3605
1562	1638	3603
1563	1639	3601
1564	1639	3599
1565	1640	3597
1566	1641	3595
1567	1641	3593
1568	1642	3591
1569	1643	3591
1570	1646	3593
1571	1647	3592
1572	1648	3591
1573	1649	3589
1574	1649	3587
1575	1650	3585
1576	1651	3583
1577	1651	3581
1578	1652	3579
1579	1652	3577
1580	1653	3576
1581	1654	3574
1582	1657	3577
1583	1658	3576
1584	1660	3576
1585	1661	3576
1586	1662	3574
1587	1663	3573
1588	1664	3572
1589	1664	3570
1590	1665	3568
1591	1666	3567
1592	1667	3566
1593	1669	3567
1594	1672	3571
1595	1673	3569
1596	1674	3568
1597	1675	3567
1598	1676	3566
1599	1677	3565
1600	1678	3563
1601	1680	3564
1602	1684	3569
1603	1685	3567
1604	1685	3565
1605	1686	3564
1606	1687	3562
1607	1687	3560
1608	1688	3558
1609	1689	3557
1610	1689	3555
1611	1693	3559
1612	1695	3559
1613	1698	3562
1614	1699	3561
1615	1701	3562
1616	1704	3565
1617	1708	3570
1618	1709	3570
1619	1710	3568
1620	1711	3566
1621	1711	3565
1622	1720	3580
1623	1721	3579
1624	1722	3577
1625	1723	3575
1626	1724	3574
1627	1725	3573
1628	1726	3572
1629	1727	3570
1630	1733	3580
1631	1734	3580
1632	1735	3578
1633	1736	3577
1634	1737	3576
1635	1738	3574
1636	1739	3573
1637	1747	3586
1638	1748	3585
1639	1749	3583
1640	1749	3582
1641	1751	3581
1642	1752	3580
1643	1753	3579
1644	1754	3578
1645	1759	3585
1646	1762	3587
1647	1762	3585
1648	1763	3584
1649	1764	3582
1650	1765	3581
1651	1768	3583
1652	1769	3582
1653	1770	3581
1654	1771	3579
1655	1771	3577
1656	1772	3576
1657	1781	3591
1658	1783	3592
1659	1789	3600
1660	1793	3605
1661	1795	3605
1662	1796	3604
1663	1797	3603
1664	1798	3601
1665	1798	3599
1666	1799	3598
1667	1800	3596
1668	1803	3599
1669	1805	3599
1670	1806	3598
1671	1807	3597
1672	1808	3595
1673	1808	3594
1674	1809	3592
1675	1810	3590
1676	1810	3588
1677	1811	3586
1678	1814	3588
1679	1815	3587
1680	1816	3585
1681	1816	3583
1682	1817	3581
1683	1817	3579
1684	1818	3577
1685	1819	3575
1686	1819	3574
1687	1820	3572
1688	1821	3570
1689	1822	3569
1690	1823	3568
1691	1828	3574
1692	1830	3575
1693	1831	3574
1694	1832	3573
1695	1833	3572
1696	1835	3573
1697	1836	3572
1698	1838	3571
1699	1839	3571
1700	1840	3570
1701	1841	3569
1702	1842	3567
1703	1843	3566
1704	1844	3564
1705	1844	3562
1706	1845	3561
1707	1851	3569
1708	1852	3567
1709	1853	3566
1710	1855	3566
1711	1856	3565
1712	1858	3565
1713	1859	3565
1714	1861	3564
1715	1861	3563
1716	1862	3561
1717	1863	3559
1718	1863	3557
1719	1864	3555
1720	1864	3553
1721	1865	3551
1722	1866	3549
1723	1867	3547
1724	1868	3546
1725	1871	3549
1726	1872	3549
1727	1874	3549
1728	1875	3547
1729	1876	3546
1730	1876	3544
1731	1878	3543
1732	1881	3547
1733	1883	3547
1734	1885	3548
1735	1886	3546
1736	1887	3545
1737	1888	3543
1738	1888	3541
1739	1889	3540
1740	1890	3538
1741	1891	3538
1742	1893	3537
1743	1893	3535
1744	1900	3545
1745	1910	3559
1746	1921	3578
1747	1922	3577
1748	1930	3588
1749	1931	3587
1750	1932	3586
1751	1934	3586
1752	1935	3585
1753	1937	3585
1754	1937	3583
1755	1938	3581
1756	1942	3584
1757	1943	3584
1758	1945	3584
1759	1945	3582
1760	1946	3580
1761	1947	3578
1762	1947	3576
1763	1948	3574
1764	1949	3572
1765	1949	3570
1766	1950	3568
1767	1950	3566
1768	1951	3564
1769	1955	3568
1770	1956	3567
1771	1957	3565
1772	1957	3563
1773	1959	3562
1774	1960	3561
1775	1961	3560
1776	1961	3558
1777	1962	3556
1778	1963	3554
1779	1963	3552
