iter	RMSE
1078	1.403439435
1079	1.403312472
1080	1.403219018
1081	1.403096626
1082	1.402973342
1083	1.402890207
1084	1.402817795
1085	1.402704121
1086	1.402587616
1087	1.402479663
1088	1.402356175
1089	1.402212011
1090	1.402125046
1091	1.402043187
1092	1.401956445
1093	1.401820453
1094	1.401701311
1095	1.401558067
1096	1.401412343
1097	1.401267152
1098	1.401125057
1099	1.401013367
1100	1.400928715
1101	1.400847614
1102	1.400748909
1103	1.400664888
1104	1.400520904
1105	1.40043197
1106	1.400283972
1107	1.400191355
1108	1.400046049
1109	1.399902933
1110	1.399758147
1111	1.399614713
1112	1.399528354
1113	1.399382681
1114	1.399237247
1115	1.399123021
1116	1.398995972
1117	1.398924433
1118	1.3987842
1119	1.3986407
1120	1.39853917
1121	1.398399167
1122	1.398266298
1123	1.398177919
1124	1.398107259
1125	1.398029446
1126	1.397890218
1127	1.397812206
1128	1.397679852
1129	1.397537094
1130	1.397394787
1131	1.397256669
1132	1.397160694
1133	1.397071425
1134	1.396935284
1135	1.396794019
1136	1.396663559
1137	1.3965917
1138	1.396459054
1139	1.396320016
1140	1.396179571
1141	1.396093787
1142	1.396010658
1143	1.395919723
1144	1.395854178
1145	1.395714988
1146	1.395579099
1147	1.395441432
1148	1.395335817
1149	1.395249973
1150	1.395165987
1151	1.395027498
1152	1.394942168
1153	1.394810117
1154	1.394748886
1155	1.394615113
1156	1.394483014
1157	1.394404083
1158	1.394267396
1159	1.394181666
1160	1.394072238
1161	1.394001359
1162	1.393889295
1163	1.393804166
1164	1.393681437
1165	1.393596878
1166	1.393461049
1167	1.393326295
1168	1.393207996
1169	1.39307517
1170	1.392995206
1171	1.392861202
1172	1.392747387
1173	1.392662723
1174	1.392602166
1175	1.392485059
1176	1.392372764
1177	1.392290821
1178	1.392220823
1179	1.392097223
1180	1.391977482
1181	1.391912855
1182	1.391803481
1183	1.391684053
1184	1.391619163
1185	1.391541299
1186	1.391412256
1187	1.391279541
1188	1.391204577
1189	1.39107224
1190	1.39094558
1191	1.390863506
1192	1.390778546
1193	1.390652445
1194	1.390576769
1195	1.390449156
1196	1.390321385
1197	1.390211087
1198	1.390088329
1199	1.390026812
1200	1.389955593
1201	1.389854941
1202	1.389793969
1203	1.38966644
1204	1.389537621
1205	1.3894678
1206	1.389348042
1207	1.389277135
1208	1.389186134
1209	1.389062532
1210	1.388962657
1211	1.388878721
1212	1.388751703
1213	1.388624394
1214	1.388496329
1215	1.38839425
1216	1.388269034
1217	1.388144511
1218	1.388070631
1219	1.387948578
1220	1.387829436
1221	1.387758108
1222	1.387677572
1223	1.387560629
1224	1.387442135
1225	1.387338222
1226	1.387221805
1227	1.387155358
1228	1.387049697
1229	1.386973881
1230	1.386877273
1231	1.386828573
1232	1.386708733
1233	1.386614469
1234	1.386500686
1235	1.386393133
1236	1.386273604
1237	1.386215975
1238	1.386091699
1239	1.385989187
1240	1.385878619
1241	1.385790131
1242	1.385675328
1243	1.38556853
1244	1.385466199
1245	1.385395512
1246	1.385296834
1247	1.385175075
1248	1.385115338
1249	1.385049852
1250	1.384982165
1251	1.384887408
1252	1.384801354
1253	1.384689928
1254	1.384586022
1255	1.384491361
1256	1.384393079
1257	1.384336935
1258	1.384218397
1259	1.38415466
1260	1.38404351
1261	1.383966059
1262	1.383869085
1263	1.383766984
1264	1.383687462
1265	1.383619046
1266	1.38350147
1267	1.383432392
1268	1.383319341
1269	1.383214438
1270	1.383099448
1271	1.383044332
1272	1.382944725
1273	1.38282544
1274	1.382750181
1275	1.382680758
1276	1.382603611
1277	1.38254639
1278	1.382470525
1279	1.382402864
1280	1.382343718
1281	1.382280502
1282	1.382218437
1283	1.382117585
1284	1.382000473
1285	1.381893761
1286	1.381822902
1287	1.381708079
1288	1.381651912
1289	1.381588208
1290	1.381523041
1291	1.381425351
1292	1.381331876
1293	1.381247784
1294	1.38116969
1295	1.381103207
1296	1.381049457
1297	1.380936024
1298	1.380891657
1299	1.380817196
1300	1.380753346
1301	1.380661813
1302	1.380557688
1303	1.380443925
1304	1.380344479
1305	1.380282701
1306	1.380196388
1307	1.380096038
1308	1.380034842
1309	1.379929699
1310	1.379844847
1311	1.379732689
1312	1.379634154
1313	1.379526973
1314	1.379415801
1315	1.379306106
1316	1.379191663
1317	1.379124078
1318	1.379053169
1319	1.379002362
1320	1.378912189
1321	1.378812645
1322	1.378749969
1323	1.378648645
1324	1.37858669
1325	1.378510264
1326	1.378410674
1327	1.378355384
1328	1.378247037
1329	1.378194447
1330	1.378102691
1331	1.377995064
1332	1.377901881
1333	1.377796328
1334	1.377707417
1335	1.377643238
1336	1.377548933
1337	1.377459766
1338	1.377348162
1339	1.377265633
1340	1.37720546
1341	1.377139954
1342	1.377044213
1343	1.376942743
1344	1.376834655
1345	1.376743471
1346	1.3766338
1347	1.376528188
1348	1.376422467
1349	1.376328113
1350	1.376262128
1351	1.37615483
1352	1.376044257
1353	1.375948632
1354	1.375857123
1355	1.375803175
1356	1.375751976
1357	1.37566092
1358	1.375620537
1359	1.375514407
1360	1.375463029
1361	1.375378375
1362	1.37532103
1363	1.37525643
1364	1.375198089
1365	1.375111386
1366	1.375004066
1367	1.374942591
1368	1.37485318
1369	1.374747579
1370	1.374691284
1371	1.374631822
1372	1.374570427
1373	1.374513605
1374	1.374412778
1375	1.374372166
1376	1.374271497
1377	1.374171049
1378	1.374063403
1379	1.373966879
1380	1.373906583
1381	1.373806639
1382	1.373705166
1383	1.373649888
1384	1.373548442
1385	1.373505427
1386	1.373410131
1387	1.373328057
1388	1.373228426
1389	1.373139149
1390	1.373043432
1391	1.372937928
1392	1.372867882
1393	1.372795617
1394	1.372703246
1395	1.372603149
1396	1.372519024
1397	1.372424365
1398	1.372366505
1399	1.372265907
1400	1.37221708
1401	1.372185235
1402	1.372130474
1403	1.372030163
1404	1.371970167
1405	1.371893861
1406	1.371793012
1407	1.371752933
1408	1.371666186
1409	1.371607897
1410	1.371548999
1411	1.371494197
1412	1.371444186
1413	1.371343317
1414	1.371292125
1415	1.371233833
1416	1.371173361
1417	1.371086166
1418	1.371032554
1419	1.370937305
1420	1.370838118
1421	1.370740353
1422	1.370653398
1423	1.37055161
1424	1.370465926
1425	1.370375226
1426	1.370319397
1427	1.370242919
1428	1.370161167
1429	1.370080466
1430	1.369982069
1431	1.369925478
1432	1.369835853
1433	1.369782576
1434	1.369682046
1435	1.369586152
1436	1.369533628
1437	1.369433554
1438	1.369339357
1439	1.369243804
1440	1.369190095
1441	1.369092649
1442	1.368992916
1443	1.368893472
1444	1.368840025
1445	1.368741128
1446	1.368664345
1447	1.368571972
1448	1.368488307
1449	1.368398906
1450	1.368302694
1451	1.368254469
1452	1.368203269
1453	1.368105372
1454	1.368048216
1455	1.367976917
1456	1.367879372
1457	1.367799808
1458	1.367708325
1459	1.367638909
1460	1.367557031
1461	1.367502187
1462	1.367422854
1463	1.367335776
1464	1.367291337
1465	1.367198842
1466	1.367106569
1467	1.367012785
1468	1.366916226
1469	1.366819123
1470	1.36677076
1471	1.366674521
1472	1.366620312
1473	1.366567444
1474	1.366499821
1475	1.366450381
1476	1.36635468
1477	1.366305734
1478	1.366252329
1479	1.366194413
1480	1.366115468
1481	1.36602041
1482	1.365929893
1483	1.365835177
1484	1.365789125
1485	1.365731642
1486	1.365674891
1487	1.365589045
1488	1.365539094
1489	1.365487657
1490	1.365416181
1491	1.36533201
1492	1.365251429
1493	1.365161239
1494	1.36506983
1495	1.364987314
1496	1.364930558
1497	1.364841066
1498	1.364755451
1499	1.364681942
1500	1.364588716
1501	1.36451642
1502	1.364429553
1503	1.364381023
1504	1.364291198
1505	1.364241795
1506	1.364183465
1507	1.364145497
1508	1.364055906
1509	1.363978321
1510	1.363890759
1511	1.363804462
1512	1.363716321
1513	1.363658398
1514	1.36360549
1515	1.363518305
1516	1.363462123
1517	1.363414132
1518	1.363347575
1519	1.363276991
1520	1.363186945
1521	1.363140927
1522	1.363097642
1523	1.363023572
1524	1.362935063
1525	1.362877993
1526	1.362826631
1527	1.362774184
1528	1.362684338
1529	1.362601528
1530	1.362546849
1531	1.362461605
1532	1.362408627
1533	1.362358592
1534	1.36231554
1535	1.362272875
1536	1.362224164
1537	1.362168293
1538	1.362120632
1539	1.362074683
1540	1.361992788
1541	1.361950122
1542	1.361933274
1543	1.361846686
1544	1.361790004
1545	1.361708572
1546	1.361635037
1547	1.361546363
1548	1.361462265
1549	1.361376002
1550	1.361363946
1551	1.361315944
1552	1.361269943
1553	1.361191569
1554	1.361142917
1555	1.361055466
1556	1.361014604
1557	1.360941943
1558	1.360895946
1559	1.360854485
1560	1.360773535
1561	1.360719959
1562	1.360632572
1563	1.36056187
1564	1.360480125
1565	1.360429888
1566	1.360342901
1567	1.360304599
1568	1.360254535
1569	1.360177109
1570	1.36009101
1571	1.360022657
1572	1.359973472
1573	1.359928457
1574	1.359863508
1575	1.359789169
1576	1.359706118
1577	1.359696019
1578	1.35964889
1579	1.359564493
1580	1.359514063
1581	1.359428745
1582	1.359353934
1583	1.359305628
1584	1.35922575
1585	1.359180036
1586	1.359132392
1587	1.359052943
1588	1.358983705
1589	1.35890753
1590	1.358821982
1591	1.358777271
1592	1.358722932
1593	1.358673773
1594	1.358599771
1595	1.358521536
1596	1.358479971
1597	1.358437406
1598	1.358362488
1599	1.358279168
1600	1.358222888
1601	1.358184124
1602	1.358101204
1603	1.358025201
1604	1.357969656
1605	1.357923155
1606	1.357839603
1607	1.357770113
1608	1.357725405
1609	1.357677431
1610	1.357626911
1611	1.357581872
1612	1.357532928
1613	1.357450207
1614	1.357367349
1615	1.357287012
1616	1.357208007
1617	1.357140577
1618	1.357060607
1619	1.356980978
1620	1.356916615
1621	1.356875312
1622	1.356832177
1623	1.356763174
1624	1.356689774
1625	1.356657517
1626	1.356606823
1627	1.356528984
1628	1.356466701
1629	1.35637997
1630	1.356333784
1631	1.356282783
1632	1.356234242
1633	1.356192292
1634	1.356112634
1635	1.356032042
1636	1.355963004
1637	1.35591238
1638	1.355838516
1639	1.355790906
1640	1.355747819
1641	1.355718577
1642	1.35564225
1643	1.355612017
1644	1.355538146
1645	1.355457317
1646	1.355387074
1647	1.355317719
1648	1.355262597
1649	1.355212428
1650	1.355160395
1651	1.355115748
1652	1.355033165
1653	1.354966991
1654	1.354928673
1655	1.354855007
1656	1.354776803
1657	1.354732786
1658	1.354670839
1659	1.354628323
1660	1.354558326
1661	1.354484642
1662	1.354406531
1663	1.35438958
1664	1.354318711
1665	1.35427422
1666	1.354196507
1667	1.354161186
1668	1.354090066
1669	1.354015238
1670	1.353953476
1671	1.353892372
1672	1.353826065
1673	1.353766933
1674	1.353691535
1675	1.353627464
1676	1.353582123
1677	1.353541336
1678	1.353466064
1679	1.353406511
1680	1.353326604
1681	1.353243061
1682	1.353172571
1683	1.35314095
1684	1.353091345
1685	1.353018359
1686	1.352976437
1687	1.352898614
1688	1.352822016
1689	1.352774848
1690	1.352727757
1691	1.352687849
1692	1.352606125
1693	1.35254632
1694	1.352476158
1695	1.352429168
1696	1.352365532
1697	1.352313147
1698	1.352271567
1699	1.35223412
1700	1.352189389
1701	1.352149182
1702	1.352109051
1703	1.352046676
1704	1.351982155
1705	1.351945573
1706	1.351903432
1707	1.351828357
1708	1.351755361
1709	1.351710572
1710	1.35167187
1711	1.351599081
1712	1.351528948
1713	1.351479079
1714	1.351401417
1715	1.351363088
1716	1.351326273
1717	1.351258984
1718	1.351226137
1719	1.351152176
1720	1.351082508
1721	1.351008809
